,w_name
5102,بيلينغهام
5103,","
5104,المحاذية
5105,ل
5106,لحدود
5107,الكندية
5108,.
5109,عدنا
5110,إلى
5111,القطار
5112,ل
5113,نواصل
5114,رحلت
5115,نا
5116,جنوبا
5117,.
5118,مررنا
5119,على
5120,بلدة
5121,صغير
5122,ترتفع
5123,في
5124,ها
5125,مئذنتان
5126,.
5127,في
5128,كل
5129,محطة
5130,","
5131,هناك
5132,حارس
5133,يرتدي
5134,قبعة
5135,حمراء
5136,و
5137,يقف
5138,على
5139,منصة
5140,","
5141,و
5142,فاحص
5143,ل
5144,لعجلات
5145,يجول
5146,على
5147,طول
5148,القطار
5149,حاملا
5150,مطرقة
5151,يطرق
5152,ب
5153,ها
5154,ب
5155,لطف
5156,على
5157,عجلات
5158,القطار
5159,.
5160,بعد
5161,ذلك
5162,","
5163,جولة
5164,في
5165,السوق
5166,الصباحية
5167,(
5168,من
5169,6:30
5170,إلى
5171,10:00
5172,صباحا
5173,)
5174,:
5175,حلوى
5176,الأرز
5177,","
5178,و
5179,شرانق
5180,الدبابير
5181,(
5182,تعد
5183,الشرانق
5184,طعاما
5185,شهيا
5186,)
5187,","
5188,و
5189,رئة
5190,الثور
5191,","
5192,و
5193,قشور
5194,و
5195,أرواق
5196,شجر
5197,جوز
5198,الأريكا
5199,","
5200,و
5201,الضفادع
5202,و
5203,أسماك
5204,السلور
5205,.
5206,قد
5207,يكون
5208,هذا
5209,التدخل
5210,هو
5211,الأوسع
5212,من
5213,قبل
5214,بكين
5215,منذ
5216,تسلم
5217,ها
5218,ل
5219,هونغ
5220,كونع
5221,عام
5222,1997
5223,من
5224,المملكة
5225,المتحدة
5226,.
5227,و
5228,يلزم
5229,القسم
5230,المشرعين
5231,أن
5232,يقسموا
5233,ب
5234,الولاء
5235,ل
5236,هونغ
5237,كونغ
5238,ك
5239,جزء
5240,من
5241,جمهورية
5242,الصين
5243,الشعبية
5244,.
5245,حدث
5246,جدال
5247,داخل
5248,حكومة
5249,هونغ
5250,كونغ
5251,التي
5252,يقود
5253,ها
5254,مشرعون
5255,موالون
5256,ل
5257,بكين
5258,ب
5259,خصوص
5260,أن
5261,ه
5262,لا
5263,ينبغي
5264,ل
5265,لزوجين
5266,أن
5267,يتبوأا
5268,المنصب
5269,.
5270,قال
5271,:
5272,""""
5273,ترى
5274,بكين
5275,أن
5276,تدخل
5277,ها
5278,ضروري
5279,ل
5280,منع
5281,حدوث
5282,شلل
5283,تشريعي
5284,في
5285,المدينة
5286,""""
5287,.
5288,و
5289,في
5290,الوقت
5291,نفس
5292,ه
5293,يبدو
5294,أن
5295,هونغ
5296,كونغ
5297,تستعد
5298,ل
5299,موجة
5300,مظاهرات
5301,جديدة
5302,.
5303,قال
5304,ل
5305,برنامج
5306,""""
5307,آندرو
5308,مار
5309,""""
5310,على
5311,بي
5312,بي
5313,سي
5314,:
5315,""""
5316,آخر
5317,ما
5318,تريد
5319,ه
5320,الحكومة
5321,هو
5322,إقامة
5323,انتخابات
5324,عامة
5325,""""
5326,.
5327,حلم
5328,ه
5329,أن
5330,ينهي
5331,مسيرت
5332,ه
5333,المهنية
5334,هنا
5335,.
5336,من
5337,السهل
5338,نسيان
5339,تعادل
5340,في
5341,مباراة
5342,كنت
5343,مسيطرا
5344,في
5345,ها
5346,","
5347,لكن
5348,أن
5349,يحدث
5350,ذلك
5351,ثلاث
5352,مرات
5353,متتالية
5354,ف
5355,هذا
5356,يدل
5357,على
5358,وجود
5359,ضعف
5360,.
5361,نشعر
5362,ب
5363,الخيبة
5364,ل
5365,أن
5366,نا
5367,ضيعنا
5368,ست
5369,نقاط
5370,على
5371,أرض
5372,نا
5373,.
5374,كان
5375,هذا
5376,هو
5377,الحال
5378,ب
5379,كل
5380,تأكيد
5381,ب
5382,النسبة
5383,إلى
5384,آندي
5385,عندما
5386,لعب
5387,ضد
5388,بينوا
5389,بيير
5390,في
5391,مونت
5392,كارلو
5393,في
5394,نيسان
5395,الماضي
5396,.
5397,لكن
5398,الآن
5399,بات
5400,كل
5401,شيء
5402,يفتقد
5403,إلى
5404,التوازن
5405,و
5406,يبدو
5407,أن
5408,ه
5409,يبحث
5410,عن
5411,حلول
5412,طوال
5413,الوقت
5414,.
5415,أتساءل
5416,أيضا
5417,ما
5418,إذا
5419,كان
5420,كأس
5421,ديفيس
5422,قد
5423,لعب
5424,دورا
5425,.
5426,كشف
5427,المسح
5428,السنوي
5429,أن
5430,المخاوف
5431,ب
5432,شأن
5433,تحمل
5434,أعباء
5435,مالية
5436,جديدة
5437,قد
5438,تصاعدت
5439,.
5440,أضافت
5441,الآنسة
5442,هوبلي
5443,:
5444,""""
5445,لا
5446,ينبغي
5447,ل
5448,لارتفاع
5449,الحاد
5450,في
5451,المخاطر
5452,السياسية
5453,أن
5454,يمر
5455,مرور
5456,الكرام
5457,""""
5458,.
5459,خبر
5460,الغش
5461,الذي
5462,كانت
5463,تقوم
5464,ب
5465,ه
5466,الشركة
5467,
5468,و
5469,الذي
5470,استمر
5471,على
5472,مدى
5473,سنوات
5474,
5475,كلف
5476,فولكسفاغن
5477,عشرات
5478,مليارات
5479,اليوروات
5480,من
5481,قيمت
5482,ها
5483,و
5484,كلف
5485,المدير
5486,التنفيذي
5487,مارتن
5488,فينتركورن
5489,عمل
5490,ه
5491,.
5492,كما
5493,عرض
5494,ذلك
5495,فولكسفاغن
5496,إلى
5497,طلبات
5498,ب
5499,تعويضات
5500,هائلة
5501,و
5502,إجراءات
5503,قانونية
5504,و
5505,يعتقد
5506,أن
5507,ذلك
5508,قد
5509,يفوق
5510,16
5511,مليار
5512,يورو
5513,.
5514,بدأ
5515,التحقيق
5516,في
5517,حزيران
5518,","
5519,مع
5520,التركيز
5521,على
5522,السيد
5523,فينتركورن
5524,و
5525,مدير
5526,العلامة
5527,التجارية
5528,هربرت
5529,ديس
5530,الذي
5531,بقي
5532,في
5533,شركة
5534,صناعة
5535,السيارات
5536,.
5537,رقي
5538,إلى
5539,منصب
5540,رئيس
5541,مجلس
5542,الإدارة
5543,في
5544,تشرين
5545,الأول
5546,من
5547,عام
5548,2015
5549,","
5550,الشهر
5551,التالي
5552,ل
5553,اكتشاف
5554,الفضيحة
5555,.
5556,كان
5557,من
5558,المتوقع
5559,أن
5560,تبدأ
5561,الشركات
5562,ب
5563,التعاقد
5564,في
5565,شهر
5566,تموز
5567,","
5568,مباشرة
5569,بعد
5570,تصويت
5571,بريكزيت
5572,","
5573,لكن
5574,بدلا
5575,من
5576,ذلك
5577,تمكنت
5578,من
5579,مواصلة
5580,النمو
5581,ب
5582,شكل
5583,مطرد
5584,.
5585,توسعت
5586,أعمال
5587,البيع
5588,ب
5589,التجزئة
5590,و
5591,الجملة
5592,مع
5593,حفاظ
5594,المتسوقين
5595,على
5596,تفاؤل
5597,هم
5598,","
5599,كما
5600,ازدهرت
5601,أيضا
5602,شركات
5603,خدمات
5604,المستهلكين
5605,.
5606,س
5607,تكون
5608,هناك
5609,حدود
5610,ل
5611,قدرت
5612,ه
5613,على
5614,الإنفاق
5615,","
5616,حيث
5617,أن
5618,الحكومة
5619,لا
5620,تزال
5621,تعاني
5622,من
5623,عجز
5624,كبير
5625,في
5626,الميزانية
5627,.
5628,س
5629,تتغير
5630,الكلفة
5631,شهريا
5632,و
5633,من
5634,المتوقع
5635,أن
5636,يرتفع
5637,السعر
5638,خلال
5639,الشتاء
5640,مع
5641,تزايد
5642,الاستخدام
5643,.
5644,تبلغ
5645,كلفة
5646,التعرفة
5647,الثابتة
5648,لدى
5649,شركة
5650,""""
5651,إي
5652,-
5653,أون
5654,""""
5655,760
5656,جنيه
5657,إسترليني
5658,و
5659,س
5660,يدفع
5661,عملاء
5662,شركة
5663,""""
5664,آفرو
5665,إنيرجي
5666,""""
5667,نحو
5668,760
5669,جنيه
5670,إسترليني
5671,مقابل
5672,تعرفت
5673,ها
5674,البسيطة
5675,و
5676,المختارة
5677,.
5678,أم
5679,أن
5680,ها
5681,تكلفة
5682,قياسية
5683,أو
5684,تعرفة
5685,مسبقة
5686,الدفع
5687,؟
5688,يمكن
5689,ل
5690,لمستثمر
5691,ذي
5692,الحظ
5693,المتوسط
5694,و
5695,سندات
5696,ب
5697,قيمة
5698,10000
5699,جنيه
5700,إسترليني
5701,أن
5702,يتوقع
5703,تحقيق
5704,مكاسب
5705,سنوية
5706,تبلغ
5707,125
5708,جنيه
5709,إسترليني
5710,.
5711,إذا
5712,فعلوا
5713,ذلك
5714,","
5715,لن
5716,يكون
5717,من
5718,الممكن
5719,تمييز
5720,السندات
5721,الخاصة
5722,عن
5723,حسابات
5724,التوفير
5725,العادية
5726,.
5727,تستخدم
5728,الأموال
5729,المستثمرة
5730,في
5731,السندات
5732,الخاصة
5733,و
5734,في
5735,الحسابات
5736,الأخرى
5737,في
5738,مصرف
5739,""""
5740,ناشيونال
5741,سيفينغز
5742,آند
5743,إنفستمنتس
5744,""""
5745,تسهم
5746,في
5747,الإنفاق
5748,الحكومي
5749,.
5750,هذا
5751,لم
5752,يمنع
5753,المستثمرين
5754,من
5755,الاندفاع
5756,ل
5757,وضع
5758,أموال
5759,هم
5760,في
5761,الصناديق
5762,.
5763,و
5764,يتبع
5765,ه
5766,صندوق
5767,آفيفا
5768,إنفستورز
5769,متعدد
5770,الإستراتيجية
5771,ذو
5772,العائد
5773,و
5774,الدخل
5775,المستهدف
5776,","
5777,الذي
5778,وضع
5779,في
5780,ه
5781,المستثمرون
5782,ملياري
5783,جنيه
5784,إسترليني
5785,و
5786,"1,4"
5787,مليار
5788,جنيه
5789,إسترليني
5790,على
5791,التوالي
5792,.
5793,هذا
5794,يعني
5795,أن
5796,ها
5797,لم
5798,تستفد
5799,من
5800,الدفعة
5801,التي
5802,أحدث
5803,ها
5804,انخفاض
5805,الجنيه
5806,الإسترليني
5807,ل
5808,لأصول
5809,الخارجية
5810,.
5811,تساهم
5812,أديداس
5813,في
5814,تنظيف
5815,محيطات
5816,الأرض
5817,من
5818,خلال
5819,استخدام
5820,النفايات
5821,العائمة
5822,حول
5823,العالم
5824,في
5825,صنع
5826,الأحذية
5827,.
5828,يمكن
5829,ل
5830,لمستهلك
5831,أن
5832,يعزز
5833,الطلب
5834,على
5835,التغيير
5836,.
5837,و
5838,أورد
5839,تقرير
5840,مهم
5841,في
5842,كانون
5843,الثاني
5844,أن
5845,المحيطات
5846,س
5847,تحوي
5848,على
5849,كميات
5850,من
5851,البلاستيك
5852,أكثر
5853,من
5854,الأسماك
5855,ب
5856,حلول
5857,عام
5858,2050
5859,ما
5860,لم
5861,يتخذ
5862,العالم
5863,إجراءات
5864,جذرية
5865,ل
5866,منع
5867,تسرب
5868,القمامة
5869,إلى
5870,البحار
5871,.
5872,بعد
5873,إجراء
5874,جراحة
5875,عبقرية
5876,و
5877,الكثير
5878,من
5879,التأهيل
5880,الصعب
5881,و
5882,القاسي
5883,","
5884,شفيت
5885,تماما
5886,.
5887,محذرا
5888,من
5889,أن
5890,هيئة
5891,الخدمات
5892,الصحية
5893,الوطنية
5894,ترزح
5895,تحت
5896,""""
5897,ضغط
5898,هائل
5899,""""
5900,","
5901,حث
5902,الناس
5903,على
5904,تحمل
5905,المزيد
5906,من
5907,المسؤولية
5908,من
5909,أجل
5910,صحت
5911,هم
5912,.
5913,تعرض
5914,أربعة
5915,من
5916,كل
5917,10
5918,أشخاص
5919,بالغين
5920,ل
5921,لإصابة
5922,جراء
5923,الطقس
5924,السيئ
5925,","
5926,فيما
5927,يستخف
5928,تسعة
5929,من
5930,كل
5931,10
5932,أشخاص
5933,ب
5934,مدى
5935,برودة
5936,الطقس
5937,في
5938,بريطانيا
5939,خلال
5940,الشتاء
5941,.
5942,س
5943,يلعبون
5944,يوم
5945,السبت
5946,","
5947,10
5948,حزيران
5949,.
5950,كان
5951,العام
5952,الماضي
5953,رائعا
5954,","
5955,و
5956,أنا
5957,مستعد
5958,ل
5959,لعودة
5960,ل
5961,يكون
5962,عام
5963,2017
5964,أفضل
5965,.
5966,بدأت
5967,في
5968,شركة
5969,شكسبير
5970,الملكية
5971,في
5972,منتصف
5973,الستينيات
5974,في
5975,دور
5976,إحدى
5977,رفقاء
5978,اللجوء
5979,في
5980,مسرحية
5981,مارات
5982,ساد
5983,.
5984,الملابس
5985,معاصرة
5986,.
5987,من
5988,أين
5989,تستمد
5990,كل
5991,هذه
5992,الطاقة
5993,؟
5994,أو
5995,ذلك
5996,الصوت
5997,الذي
5998,يخرج
5999,قويا
6000,ب
6001,حيث
6002,يحدث
6003,موجة
6004,صادمة
6005,؟
6006,تبرز
6007,عروق
6008,رقبت
6009,ها
6010,ب
6011,شكل
6012,كبير
6013,","
6014,و
6015,ترتعش
6016,يدا
6017,ها
6018,.
6019,من
6020,يمكن
6021,أن
6022,يلوم
6023,من
6024,يتيح
6025,المجال
6026,ل
6027,غليندا
6028,كي
6029,تؤدي
6030,ب
6031,هذا
6032,الشكل
6033,الرائع
6034,؟
6035,عمل
6036,في
6037,مجال
6038,الأخبار
6039,و
6040,الشؤون
6041,اليومية
6042,في
6043,الإذاعة
6044,و
6045,التلفزيون
6046,ل
6047,عقود
6048,.
6049,من
6050,الناحية
6051,النظرية
6052,","
6053,إذا
6054,تم
6055,الأمر
6056,ب
6057,الشكل
6058,الصحيح
6059,","
6060,س
6061,يكون
6062,غير
6063,قابل
6064,ل
6065,لكشف
6066,.
6067,ضع
6068,الميكروفون
6069,.
6070,وفقا
6071,ل
6072,تعداد
6073,المخرج
6074,نفس
6075,ه
6076,","
6077,ف
6078,هو
6079,قد
6080,أخرج
6081,ثمانية
6082,أفلام
6083,روائية
6084,حتى
6085,الآن
6086,.
6087,تغيرت
6088,السينما
6089,ب
6090,شكل
6091,كبير
6092,ب
6093,حيث
6094,تسببت
6095,هوليوود
6096,ب
6097,نفور
6098,جمهور
6099,العائلات
6100,.
6101,من
6102,وجهة
6103,نظر
6104,المخرج
6105,أن
6106,الفيلم
6107,ما
6108,هو
6109,إلا
6110,توازن
6111,هش
6112,بين
6113,الهتافات
6114,العائلية
6115,الصاخبة
6116,و
6117,الدراما
6118,الاجتماعية
6119,القاسية
6120,.
6121,ف
6122,من
6123,ناحية
6124,","
6125,هو
6126,يؤنس
6127,و
6128,يبهج
6129,القلب
6130,ب
6131,بساطة
6132,و
6133,كأن
6134,ه
6135,مصنوع
6136,من
6137,أجل
6138,مشاهدت
6139,ه
6140,من
6141,بعد
6142,ظهر
6143,يوم
6144,الأحد
6145,.
6146,و
6147,طبعا
6148,هناك
6149,بوب
6150,","
6151,و
6152,هو
6153,مصدر
6154,دائم
6155,ل
6156,لترفيه
6157,.
6158,ف
6159,كانت
6160,النتيجة
6161,نجاحا
6162,باهرا
6163,.
6164,ب
6165,النسبة
6166,إلى
6167,الجمهور
6168,المعاصر
6169,","
6170,الذي
6171,لا
6172,يملك
6173,معظم
6174,ه
6175,خبرة
6176,ب
6177,الجبهات
6178,الأمامية
6179,من
6180,الحروب
6181,","
6182,تنتمي
6183,أعمال
6184,دوس
6185,إلى
6186,عالم
6187,لا
6188,يمكن
6189,تخيل
6190,ه
6191,.
6192,ل
6193,قصة
6194,دوس
6195,أيضا
6196,جانب
6197,بغيض
6198,مما
6199,جعل
6200,ها
6201,أكثر
6202,جاذبية
6203,.
6204,كان
6205,كل
6206,المسعفين
6207,مسلحين
6208,","
6209,إلا
6210,أنا
6211,.
6212,عندما
6213,مات
6214,ميليكان
6215,","
6216,افترضنا
6217,أيضا
6218,أن
6219,ها
6220,آخر
6221,مرة
6222,س
6223,نرى
6224,في
6225,ها
6226,أودي
6227,المختل
6228,المضطرب
6229,.
6230,هل
6231,المسلسل
6232,الثاني
6233,ناجح
6234,حتى
6235,الآن
6236,؟
6237,يقول
6238,تسيمر
6239,:
6240,""""
6241,الأبطال
6242,الخارقون
6243,خارج
6244,ما
6245,يألف
6246,ه
6247,البشر
6248,و
6249,هذا
6250,أيضا
6251,كذلك
6252,","
6253,لذا
6254,عاملت
6255,ه
6256,ك
6257,فيلم
6258,درامي
6259,""""
6260,.
6261,لكن
6262,أفعال
6263,كوتون
6264,الشريرة
6265,لم
6266,تظهر
6267,جراء
6268,نوع
6269,من
6270,الرغبة
6271,القاهرة
6272,ب
6273,القتل
6274,.
6275,ولدت
6276,كوتون
6277,في
6278,31
6279,تشرين
6280,الأول
6281,1832
6282,في
6283,إحدى
6284,القرى
6285,القريبة
6286,من
6287,سندرلاند
6288,.
6289,قد
6290,لا
6291,يكون
6292,ذلك
6293,مهما
6294,بما
6295,أن
6296,ني
6297,أنزعج
6298,طويلا
6299,من
6300,ذلك
6301,.
6302,لم
6303,تعد
6304,خاصة
6305,ب
6306,السبعينيات
6307,","
6308,الصوف
6309,
6310,أو
6311,تغطية
6312,الأسطح
6313,
6314,عاد
6315,رائجا
6316,من
6317,جديد
6318,.
6319,كلف
6320,برج
6321,ساوث
6322,بانك
6323,","
6324,و
6325,هو
6326,أحد
6327,معالم
6328,لندن
6329,","
6330,مصممة
6331,الديكورات
6332,ريتشل
6333,وينهام
6334,ل
6335,تصمم
6336,قسم
6337,العرض
6338,.
6339,ترتبط
6340,النزعة
6341,اللمسية
6342,ارتباطا
6343,وثيقا
6344,ب
6345,هوس
6346,نا
6347,المتنامي
6348,ب
6349,صنع
6350,الأشياء
6351,.
6352,بعد
6353,ذلك
6354,ب
6355,سنتين
6356,","
6357,يحاكم
6358,جوتينغ
6359,","
6360,الذي
6361,بلغ
6362,الحادية
6363,و
6364,الثلاثين
6365,من
6366,عمر
6367,ه
6368,الآن
6369,","
6370,أمام
6371,المحكمة
6372,العليا
6373,في
6374,هونغ
6375,كونغ
6376,","
6377,ب
6378,تهمة
6379,قتل
6380,شخصين
6381,و
6382,ب
6383,تهمة
6384,منع
6385,الدفن
6386,ب
6387,شكل
6388,قانوني
6389,.
6390,لا
6391,أدري
6392,ل
6393,م
6394,اخترت
6395,ها
6396,...
6397,بعد
6398,سنتين
6399,و
6400,في
6401,المحكمة
6402,العليا
6403,في
6404,هونغ
6405,كونغ
6406,","
6407,بدا
6408,جوتينغ
6409,في
6410,غاية
6411,الهدوء
6412,.
6413,في
6414,النهاية
6415,","
6416,نادرا
6417,ما
6418,يقاس
6419,أداؤ
6420,نا
6421,التنظيمي
6422,من
6423,خلال
6424,مدى
6425,الأمان
6426,لدي
6427,نا
6428,أو
6429,عدد
6430,القواعد
6431,التي
6432,نتبع
6433,ها
6434,.
6435,نتيجة
6436,ل
6437,ذلك
6438,","
6439,فتح
6440,الكثيرون
6441,بريد
6442,هم
6443,الإلكتروني
6444,أو
6445,ضغطوا
6446,من
6447,دون
6448,تفكير
6449,على
6450,روابط
6451,و
6452,مرفقات
6453,من
6454,دون
6455,التفكير
6456,في
6457,عواقب
6458,ذلك
6459,.
6460,أولا
6461,","
6462,علي
6463,نا
6464,أن
6465,نعلم
6466,الناس
6467,كيفية
6468,حماية
6469,أنفس
6470,هم
6471,ب
6472,شكل
6473,أفضل
6474,على
6475,الإنترنت
6476,.
6477,أخيرا
6478,","
6479,علي
6480,نا
6481,أن
6482,نسهل
6483,الأمر
6484,على
6485,الناس
6486,ل
6487,لإبلاغ
6488,عن
6489,المخالفات
6490,المشتبه
6491,في
6492,ها
6493,و
6494,عن
6495,رسائل
6496,البريد
6497,الإلكتروني
6498,الضارة
6499,.
6500,أصبح
6501,الاقتراع
6502,","
6503,في
6504,عيون
6505,الإرهاب
6506,","
6507,الهدف
6508,السهل
6509,الجديد
6510,.
6511,إن
6512,ها
6513,مشكلة
6514,وجودية
6515,إلى
6516,أقصى
6517,حد
6518,تخص
6519,الأمن
6520,القومي
6521,.
6522,الثلاثاء
6523,هو
6524,يوم
6525,الخروج
6526,ل
6527,لاقتراع
6528,","
6529,لكن
6530,ه
6531,لن
6532,يعني
6533,شيئا
6534,إذا
6535,لم
6536,يكن
6537,اسم
6538,الناخب
6539,المسجل
6540,مدرجا
6541,على
6542,القوائم
6543,.
6544,عدد
6545,كبير
6546,من
6547,هؤلاء
6548,","
6549,في
6550,منطقة
6551,تشهد
6552,تنافسا
6553,شديدا
6554,","
6555,س
6556,يؤدي
6557,إلى
6558,فوضى
6559,في
6560,يوم
6561,الانتخاب
6562,.
6563,كارولينا
6564,الشمالية
6565,هي
6566,حجر
6567,الأساس
6568,ل
6569,هذه
6570,الانتخابات
6571,.
6572,دونالد
6573,ترامب
6574,رجل
6575,مغرور
6576,و
6577,متغطرس
6578,و
6579,متبجح
6580,لا
6581,يهم
6582,ه
6583,سوى
6584,نفس
6585,ه
6586,","
6587,كما
6588,أن
6589,مزاج
6590,ه
6591,متقلب
6592,و
6593,لا
6594,يناسب
6595,الولايات
6596,المتحدة
6597,.
6598,أكثر
6599,من
6600,"5,7"
6601,مليون
6602,من
6603,أهل
6604,فلوريدا
6605,ذهبوا
6606,إلى
6607,مراكز
6608,الاقتراع
6609,ب
6610,الفعل
6611,بعد
6612,نحو
6613,أسبوعين
6614,من
6615,التصويت
6616,الشخصي
6617,المبكر
6618,.
6619,جاء
6620,تقدم
6621,الحزب
6622,الجمهوري
6623,نتيجة
6624,الإقبال
6625,الكبير
6626,من
6627,المقترعين
6628,في
6629,الخارج
6630,","
6631,و
6632,قدرت
6633,أعداد
6634,هم
6635,ب
6636,نحو
6637,16500
6638,في
6639,وقت
6640,سابق
6641,من
6642,هذا
6643,الأسبوع
6644,.
6645,أتحدث
6646,عن
6647,الانتحابات
6648,ب
6649,البطع
6650,","
6651,لا
6652,مسلسل
6653,""""
6654,صراع
6655,العروش
6656,""""
6657,.
6658,على
6659,مارتن
6660,أن
6661,ينتهي
6662,من
6663,الكتابين
6664,المتبقيين
6665,من
6666,سلسلت
6667,ه
6668,الشهيرة
6669,","
6670,و
6671,اللذين
6672,يحملان
6673,عنوانين
6674,مبدئيين
6675,هما
6676,:
6677,""""
6678,رياح
6679,الشتاء
6680,""""
6681,و
6682,""""
6683,حلم
6684,الربيع
6685,""""
6686,.
6687,على
6688,الطلاب
6689,الهولنديين
6690,أن
6691,يقرروا
6692,ما
6693,إذا
6694,كانوا
6695,س
6696,يسوقون
6697,دراجت
6698,هم
6699,الكهربائية
6700,تجاريا
6701,.
6702,قالت
6703,المتحدثة
6704,ب
6705,اسم
6706,هارلي
6707,-
6708,ديفيدسون
6709,أن
6710,الجداول
6711,الزمنية
6712,التي
6713,عرضت
6714,ها
6715,وسائل
6716,الإعلام
6717,ل
6718,عام
6719,2017
6720,أو
6721,2020
6722,ليست
6723,دقيقة
6724,.
6725,ارتفعت
6726,العقود
6727,الآجلة
6728,ل
6729,لأسهم
6730,الأمريكية
6731,ب
6732,أكثر
6733,من
6734,1
6735,%
6736,إلى
6737,جانب
6738,الأسواق
6739,الأوروبية
6740,.
6741,يبيع
6742,المستثمرون
6743,السندات
6744,الحكومية
6745,","
6746,و
6747,السندات
6748,الأمريكية
6749,و
6750,الأسترالية
6751,هي
6752,الأكثر
6753,تأثرا
6754,.
6755,يعود
6756,الفضل
6757,إلي
6758,ه
6759,في
6760,دعم
6761,الجهود
6762,الرامية
6763,إلى
6764,معالجة
6765,جبال
6766,الديون
6767,المتراكمة
6768,من
6769,قبل
6770,الحكومات
6771,المحلية
6772,في
6773,الصين
6774,.
6775,لكن
6776,لم
6777,يظهر
6778,الأمر
6779,إلا
6780,عندما
6781,نبهت
6782,وكالة
6783,حماية
6784,البيئة
6785,الأمريكية
6786,ب
6787,شأن
6788,المشكلة
6789,.
6790,كانت
6791,شهية
6792,الصين
6793,الكبيرة
6794,ل
6795,لدجاج
6796,المقلي
6797,هي
6798,السبب
6799,الأساس
6800,الذي
6801,جعل
6802,المستثمرين
6803,يحبون
6804,سلسلة
6805,مطاعم
6806,""""
6807,يم
6808,براندز
6809,""""
6810,التابعة
6811,ل
6812,""""
6813,كيه
6814,إف
6815,سي
6816,""""
6817,.
6818,ب
6819,مساعدة
6820,الاتحاد
6821,الأمريكي
6822,ل
6823,لحريات
6824,المدنية
6825,تحديا
6826,سلطات
6827,الولاية
6828,","
6829,و
6830,انتقلت
6831,قضيت
6832,هما
6833,في
6834,النهاية
6835,إلى
6836,المحكمة
6837,العليا
6838,الأمريكية
6839,.
6840,كما
6841,يوضح
6842,الفيلم
6843,ف
6844,إن
6845,الزوجين
6846,لوفينغ
6847,
6848,ريتشارد
6849,ب
6850,التحديد
6851,
6852,شاركا
6853,في
6854,معارضة
6855,السيرورة
6856,التاريخية
6857,.
6858,يبدأ
6859,فيلم
6860,""""
6861,لوفينغ
6862,""""
6863,و
6864,ريتشارد
6865,و
6866,مليدريد
6867,زوجان
6868,ب
6869,الفعل
6870,","
6871,و
6872,يمر
6873,على
6874,علاقة
6875,رومانسية
6876,من
6877,الرائع
6878,رؤيت
6879,ها
6880,و
6881,لو
6882,ب
6883,اختصار
6884,.
6885,المشاهير
6886,و
6887,المعجبون
6888,و
6889,حتى
6890,مراسلي
6891,""""
6892,سي
6893,إن
6894,إن
6895,""""
6896,يرتدون
6897,ملابس
6898,شخصيات
6899,مسلسل
6900,""""
6901,أشياء
6902,أكثر
6903,غرابة
6904,""""
6905,خلال
6906,العطلة
6907,.
6908,لم
6909,أكن
6910,قد
6911,شاهدت
6912,الكثير
6913,من
6914,الحلقات
6915,حتى
6916,بدأ
6917,هاتف
6918,ي
6919,ب
6920,الوميض
6921,.
6922,ك
6923,أحد
6924,أهم
6925,رجال
6926,نيغان
6927,(
6928,جيفري
6929,دين
6930,مورغان
6931,)
6932,","
6933,لدي
6934,ه
6935,حرية
6936,التصرف
6937,في
6938,أمور
6939,معينة
6940,.
6941,نورمان
6942,أحد
6943,أقرب
6944,رفاق
6945,ي
6946,إل
6947,ي
6948,","
6949,لذا
6950,من
6951,السيئ
6952,جدا
6953,رؤيت
6954,ه
6955,في
6956,تلك
6957,الحالة
6958,العاطفية
6959,.
6960,بعد
6961,الحلقات
6962,الجديدة
6963,يبث
6964,برنامج
6965,""""
6966,الموتى
6967,المتكلمون
6968,""""
6969,.
6970,قال
6971,بارات
6972,:
6973,""""
6974,في
6975,المدن
6976,التي
6977,انطلقنا
6978,في
6979,ها
6980,أو
6981,التي
6982,لا
6983,زال
6984,في
6985,ها
6986,عمل
6987,نا
6988,قيد
6989,الإنشاء
6990,","
6991,س
6992,يستمر
6993,عمل
6994,نا
6995,""""
6996,قيل
6997,أن
6998,جهود
6999,الإنترنت
7000,هي
7001,الدافع
7002,الأساس
7003,ل
7004,لإنفاق
7005,الرأسمالي
7006,على
7007,الوحدة
7008,.
7009,في
7010,الوقت
7011,الراهن
7012,","
7013,يتردد
7014,المحللون
7015,في
7016,شطب
7017,الخدمة
7018,ب
7019,النسبة
7020,إلى
7021,الأموات
7022,.
7023,في
7024,هولندا
7025,","
7026,اتخذت
7027,السلطات
7028,تدابير
7029,تكنولوجية
7030,بسيطة
7031,ل
7032,تتبع
7033,الطائرات
7034,من
7035,دون
7036,طيار
7037,.
7038,أعلنت
7039,ميكروسوفت
7040,يوم
7041,الأربعاء
7042,عن
7043,برنامج
7044,محادثة
7045,جديد
7046,في
7047,العمل
7048,على
7049,وشك
7050,مزاحمة
7051,البرنامج
7052,الأكثر
7053,شعبية
7054,""""
7055,سلاك
7056,""""
7057,.
7058,أبرزت
7059,هذه
7060,الخطوة
7061,رغبة
7062,الشركة
7063,ب
7064,أن
7065,يبدأ
7066,المستخدمون
7067,ب
7068,النظر
7069,إلى
7070,منتجات
7071,ها
7072,على
7073,أن
7074,ها
7075,أكثر
7076,من
7077,مجرد
7078,أدوات
7079,إنتاج
7080,.
7081,لكن
7082,أحدث
7083,الجهود
7084,في
7085,لعبة
7086,المحادثة
7087,في
7088,مكان
7089,العمل
7090,جزء
7091,من
7092,نزعة
7093,جماعية
7094,أكبر
7095,من
7096,قبل
