,tag_name
5770,NOUN
5771,ADJ
5772,NOUN
5773,CCONJ
5774,NOUN
5775,ADJ
5776,PUNCT
5777,PRON
5778,VERB
5779,ADP
5780,PRON
5781,NOUN
5782,NUM
5783,NOUN
5784,ADJ
5785,CCONJ
5786,NUM
5787,NUM
5788,NOUN
5789,ADJ
5790,ADP
5791,NOUN
5792,PUNCT
5793,PRON
5794,VERB
5795,SCONJ
5796,PRON
5797,PART
5798,VERB
5799,ADP
5800,NOUN
5801,PRON
5802,VERB
5803,PRON
5804,NOUN
5805,NOUN
5806,ADJ
5807,ADP
5808,NOUN
5809,ADJ
5810,PUNCT
5811,VERB
5812,PROPN
5813,ADP
5814,NOUN
5815,NOUN
5816,NOUN
5817,ADP
5818,ADP
5819,NOUN
5820,NOUN
5821,ADJ
5822,ADP
5823,NOUN
5824,ADP
5825,NOUN
5826,NOUN
5827,PUNCT
5828,VERB
5829,ADP
5830,NOUN
5831,ADP
5832,VERB
5833,NOUN
5834,ADP
5835,NOUN
5836,PUNCT
5837,PART
5838,VERB
5839,NOUN
5840,ADJ
5841,ADP
5842,PROPN
5843,ADJ
5844,SCONJ
5845,NOUN
5846,PART
5847,VERB
5848,ADP
5849,NOUN
5850,ADP
5851,NOUN
5852,ADJ
5853,ADP
5854,NOUN
5855,ADP
5856,NOUN
5857,NOUN
5858,NUM
5859,ADP
5860,PART
5861,VERB
5862,NOUN
5863,NOUN
5864,ADJ
5865,ADP
5866,NOUN
5867,NOUN
5868,NOUN
5869,ADP
5870,NOUN
5871,PUNCT
5872,ADP
5873,NOUN
5874,NOUN
5875,ADJ
5876,CCONJ
5877,NOUN
5878,ADP
5879,NOUN
5880,ADJ
5881,CCONJ
5882,NOUN
5883,PUNCT
5884,VERB
5885,ADV
5886,PUNCT
5887,ADJ
5888,ADP
5889,SCONJ
5890,PROPN
5891,PROPN
5892,ADJ
5893,ADJ
5894,VERB
5895,ADP
5896,PUNCT
5897,NOUN
5898,ADJ
5899,PUNCT
5900,PUNCT
5901,VERB
5902,NOUN
5903,ADP
5904,NOUN
5905,NOUN
5906,ADP
5907,NOUN
5908,ADP
5909,NOUN
5910,NOUN
5911,PRON
5912,PUNCT
5913,VERB
5914,NUM
5915,ADP
5916,DET
5917,NUM
5918,NOUN
5919,ADJ
5920,ADP
5921,NOUN
5922,ADP
5923,NOUN
5924,ADJ
5925,PUNCT
5926,ADP
5927,VERB
5928,NUM
5929,ADP
5930,DET
5931,NUM
5932,NOUN
5933,ADP
5934,NOUN
5935,NOUN
5936,NOUN
5937,ADP
5938,PROPN
5939,ADP
5940,NOUN
5941,PUNCT
5942,PART
5943,VERB
5944,ADV
5945,PROPN
5946,PUNCT
5947,NUM
5948,PROPN
5949,PUNCT
5950,AUX
5951,NOUN
5952,ADJ
5953,ADJ
5954,PUNCT
5955,CCONJ
5956,PRON
5957,ADJ
5958,ADP
5959,NOUN
5960,ADP
5961,AUX
5962,ADV
5963,NUM
5964,ADJ
5965,PUNCT
5966,VERB
5967,ADP
5968,PROPN
5969,PROPN
5970,ADJ
5971,ADP
5972,NOUN
5973,NOUN
5974,ADP
5975,NOUN
5976,DET
5977,NOUN
5978,NOUN
5979,ADP
5980,NOUN
5981,PROPN
5982,PROPN
5983,PUNCT
5984,NOUN
5985,ADJ
5986,PUNCT
5987,ADP
5988,ADV
5989,VERB
5990,DET
5991,PRON
5992,NOUN
5993,PUNCT
5994,CCONJ
5995,PRON
5996,NOUN
5997,PRON
5998,VERB
5999,ADV
6000,ADP
6001,ADP
6002,VERB
6003,NOUN
6004,ADJ
6005,PUNCT
6006,VERB
6007,NOUN
6008,NOUN
6009,PRON
6010,ADP
6011,NOUN
6012,ADJ
6013,PUNCT
6014,CCONJ
6015,VERB
6016,NOUN
6017,PRON
6018,PUNCT
6019,PRON
6020,VERB
6021,ADP
6022,VERB
6023,PRON
6024,VERB
6025,NOUN
6026,ADP
6027,PROPN
6028,ADP
6029,VERB
6030,ADP
6031,PRON
6032,NOUN
6033,ADJ
6034,PUNCT
6035,NOUN
6036,ADP
6037,NOUN
6038,NOUN
6039,CCONJ
6040,NOUN
6041,ADJ
6042,ADP
6043,NOUN
6044,CCONJ
6045,NOUN
6046,ADP
6047,NOUN
6048,PUNCT
6049,ADP
6050,NOUN
6051,ADJ
6052,PUNCT
6053,ADP
6054,VERB
6055,NOUN
6056,ADP
6057,NOUN
6058,ADJ
6059,PUNCT
6060,PART
6061,VERB
6062,PART
6063,ADJ
6064,ADP
6065,NOUN
6066,PUNCT
6067,VERB
6068,NOUN
6069,PUNCT
6070,NOUN
6071,ADP
6072,NOUN
6073,NOUN
6074,NOUN
6075,PRON
6076,PUNCT
6077,PART
6078,PRON
6079,PART
6080,VERB
6081,NUM
6082,NOUN
6083,ADJ
6084,ADP
6085,ADV
6086,PUNCT
6087,VERB
6088,NOUN
6089,ADP
6090,NOUN
6091,ADJ
6092,ADP
6093,ADP
6094,VERB
6095,PROPN
6096,ADP
6097,NOUN
6098,NOUN
6099,NOUN
6100,PUNCT
6101,ADP
6102,NOUN
6103,NOUN
6104,NOUN
6105,SCONJ
6106,NOUN
6107,PART
6108,PRON
6109,PART
6110,NOUN
6111,ADJ
6112,ADP
6113,NOUN
6114,ADJ
6115,ADJ
6116,CCONJ
6117,NOUN
6118,ADJ
6119,ADJ
6120,PUNCT
6121,PART
6122,ADP
6123,NOUN
6124,PUNCT
6125,PRON
6126,VERB
6127,CCONJ
6128,VERB
6129,NOUN
6130,ADP
6131,NOUN
6132,PART
6133,SCONJ
6134,PRON
6135,ADJ
6136,ADP
6137,NOUN
6138,NOUN
6139,PRON
6140,ADP
6141,ADP
6142,NOUN
6143,NOUN
6144,PROPN
6145,PUNCT
6146,PART
6147,ADV
6148,ADV
6149,PROPN
6150,PUNCT
6151,PART
6152,PRON
6153,NOUN
6154,ADJ
6155,ADP
6156,NOUN
6157,PUNCT
6158,PART
6159,AUX
6160,NOUN
6161,NOUN
6162,ADJ
6163,PUNCT
6164,ADP
6165,NOUN
6166,ADP
6167,NOUN
6168,ADJ
6169,PUNCT
6170,PRON
6171,PART
6172,VERB
6173,DET
6174,PRON
6175,NOUN
6176,ADP
6177,NOUN
6178,ADJ
6179,ADP
6180,NOUN
6181,PUNCT
6182,VERB
6183,NOUN
6184,PROPN
6185,ADP
6186,NOUN
6187,PART
6188,VERB
6189,NOUN
6190,PRON
6191,PUNCT
6192,ADP
6193,NOUN
6194,PROPN
6195,ADV
6196,NOUN
6197,ADJ
6198,ADP
6199,VERB
6200,PRON
6201,ADJ
6202,NOUN
6203,PUNCT
6204,AUX
6205,DET
6206,NOUN
6207,ADJ
6208,PUNCT
6209,PART
6210,PRON
6211,PUNCT
6212,ADP
6213,VERB
6214,PROPN
6215,PUNCT
6216,VERB
6217,ADV
6218,SCONJ
6219,PRON
6220,NOUN
6221,NOUN
6222,PART
6223,VERB
6224,ADP
6225,PRON
6226,PROPN
6227,ADJ
6228,ADJ
6229,PUNCT
6230,PART
6231,NOUN
6232,ADJ
6233,ADJ
6234,ADP
6235,ADV
6236,PUNCT
6237,VERB
6238,PROPN
6239,PUNCT
6240,PUNCT
6241,NOUN
6242,ADJ
6243,ADP
6244,PRON
6245,VERB
6246,PRON
6247,NOUN
6248,CCONJ
6249,PRON
6250,ADV
6251,ADV
6252,PUNCT
6253,ADP
6254,NOUN
6255,PRON
6256,ADP
6257,NOUN
6258,ADJ
6259,PUNCT
6260,PUNCT
6261,PART
6262,NOUN
6263,PROPN
6264,ADJ
6265,PART
6266,VERB
6267,ADP
6268,NOUN
6269,ADP
6270,NOUN
6271,ADJ
6272,ADP
6273,NOUN
6274,PUNCT
6275,VERB
6276,PROPN
6277,ADP
6278,NUM
6279,PROPN
6280,ADJ
6281,NUM
6282,ADP
6283,DET
6284,NOUN
6285,ADJ
6286,ADP
6287,PROPN
6288,PUNCT
6289,PART
6290,PART
6291,AUX
6292,PRON
6293,ADJ
6294,ADP
6295,SCONJ
6296,PRON
6297,VERB
6298,ADV
6299,ADP
6300,PRON
6301,PUNCT
6302,PART
6303,VERB
6304,ADJ
6305,ADP
6306,NOUN
6307,PUNCT
6308,NOUN
6309,PUNCT
6310,CCONJ
6311,NOUN
6312,NOUN
6313,PUNCT
6314,VERB
6315,ADJ
6316,ADP
6317,NOUN
6318,PUNCT
6319,VERB
6320,PROPN
6321,PROPN
6322,PROPN
6323,PUNCT
6324,PART
6325,PRON
6326,DET
6327,NOUN
6328,PROPN
6329,PUNCT
6330,NOUN
6331,NOUN
6332,PROPN
6333,PROPN
6334,ADP
6335,VERB
6336,NOUN
6337,NOUN
6338,PUNCT
6339,VERB
6340,NOUN
6341,ADJ
6342,NOUN
6343,ADJ
6344,ADP
6345,NOUN
6346,PRON
6347,ADJ
6348,ADP
6349,NOUN
6350,NOUN
6351,PUNCT
6352,ADP
6353,PRON
6354,ADP
6355,NOUN
6356,PUNCT
6357,VERB
6358,PROPN
6359,PUNCT
6360,PRON
6361,VERB
6362,NOUN
6363,CCONJ
6364,NOUN
6365,ADP
6366,NOUN
6367,PRON
6368,ADV
6369,PUNCT
6370,ADP
6371,PROPN
6372,ADJ
6373,ADP
6374,PROPN
6375,PROPN
6376,PUNCT
6377,ADP
6378,NOUN
6379,NOUN
6380,NOUN
6381,CCONJ
6382,ADP
6383,NOUN
6384,NOUN
6385,NOUN
6386,ADP
6387,NOUN
6388,ADJ
6389,PUNCT
6390,PART
6391,VERB
6392,ADP
6393,PRON
6394,VERB
6395,PRON
6396,PUNCT
6397,ADP
6398,NOUN
6399,CCONJ
6400,ADP
6401,PROPN
6402,ADJ
6403,ADP
6404,PROPN
6405,PROPN
6406,PUNCT
6407,VERB
6408,PROPN
6409,ADP
6410,NOUN
6411,NOUN
6412,PUNCT
6413,ADP
6414,NOUN
6415,PUNCT
6416,ADV
6417,PART
6418,VERB
6419,NOUN
6420,PRON
6421,ADJ
6422,ADP
6423,ADP
6424,NOUN
6425,NOUN
6426,ADP
6427,PRON
6428,CCONJ
6429,NOUN
6430,NOUN
6431,PRON
6432,VERB
6433,PRON
6434,PUNCT
6435,NOUN
6436,ADP
6437,PRON
6438,PUNCT
6439,NOUN
6440,NOUN
6441,NOUN
6442,PRON
6443,ADJ
6444,CCONJ
6445,VERB
6446,ADP
6447,ADP
6448,NOUN
6449,ADP
6450,NOUN
6451,CCONJ
6452,NOUN
6453,ADP
6454,ADP
6455,NOUN
6456,ADP
6457,NOUN
6458,PRON
6459,PUNCT
6460,ADV
6461,PUNCT
6462,ADP
6463,PRON
6464,SCONJ
6465,VERB
6466,NOUN
6467,NOUN
6468,NOUN
6469,NOUN
6470,PRON
6471,ADP
6472,NOUN
6473,ADJ
6474,ADP
6475,NOUN
6476,PUNCT
6477,ADV
6478,PUNCT
6479,ADP
6480,PRON
6481,ADP
6482,VERB
6483,NOUN
6484,ADP
6485,NOUN
6486,ADP
6487,NOUN
6488,ADP
6489,NOUN
6490,ADJ
6491,ADP
6492,PRON
6493,CCONJ
6494,ADP
6495,NOUN
6496,NOUN
6497,ADJ
6498,ADJ
6499,PUNCT
6500,VERB
6501,NOUN
6502,PUNCT
6503,ADP
6504,NOUN
6505,NOUN
6506,PUNCT
6507,NOUN
6508,ADJ
6509,ADJ
6510,PUNCT
6511,PART
6512,PRON
6513,NOUN
6514,ADJ
6515,ADP
6516,ADJ
6517,NOUN
6518,VERB
6519,NOUN
6520,ADJ
6521,PUNCT
6522,PROPN
6523,PRON
6524,NOUN
6525,NOUN
6526,ADP
6527,NOUN
6528,PUNCT
6529,ADP
6530,PRON
6531,PART
6532,VERB
6533,NOUN
6534,ADP
6535,PART
6536,VERB
6537,NOUN
6538,NOUN
6539,ADJ
6540,ADJ
6541,ADP
6542,NOUN
6543,PUNCT
6544,NOUN
6545,ADJ
6546,ADP
6547,PRON
6548,PUNCT
6549,ADP
6550,NOUN
6551,VERB
6552,NOUN
6553,ADJ
6554,PUNCT
6555,PART
6556,VERB
6557,ADP
6558,NOUN
6559,ADP
6560,NOUN
6561,NOUN
6562,PUNCT
6563,PROPN
6564,ADJ
6565,PRON
6566,NOUN
6567,NOUN
6568,ADP
6569,PRON
6570,NOUN
6571,PUNCT
6572,PROPN
6573,PROPN
6574,NOUN
6575,ADJ
6576,CCONJ
6577,ADJ
6578,CCONJ
6579,ADJ
6580,PART
6581,VERB
6582,PRON
6583,PART
6584,NOUN
6585,PRON
6586,PUNCT
6587,ADP
6588,SCONJ
6589,NOUN
6590,PRON
6591,ADJ
6592,CCONJ
6593,PART
6594,VERB
6595,PROPN
6596,ADJ
6597,PUNCT
6598,ADJ
6599,ADP
6600,NUM
6601,NUM
6602,ADP
6603,NOUN
6604,PROPN
6605,VERB
6606,ADP
6607,NOUN
6608,NOUN
6609,ADP
6610,NOUN
6611,ADP
6612,ADV
6613,NOUN
6614,ADP
6615,NOUN
6616,ADJ
6617,ADJ
6618,PUNCT
6619,VERB
6620,NOUN
6621,PROPN
6622,ADJ
6623,ADP
6624,NOUN
6625,ADJ
6626,ADP
6627,NOUN
6628,ADP
6629,NOUN
6630,PUNCT
6631,CCONJ
6632,VERB
6633,NOUN
6634,PRON
6635,ADP
6636,ADV
6637,NUM
6638,ADP
6639,NOUN
6640,ADJ
6641,ADP
6642,PRON
6643,NOUN
6644,PUNCT
6645,VERB
6646,ADP
6647,NOUN
6648,ADP
6649,NOUN
6650,PUNCT
6651,PART
6652,NOUN
6653,PUNCT
6654,PROPN
6655,PROPN
6656,PUNCT
6657,PUNCT
6658,ADP
6659,PROPN
6660,ADP
6661,VERB
6662,ADP
6663,NOUN
6664,NOUN
6665,ADP
6666,NOUN
6667,PRON
6668,ADJ
6669,PUNCT
6670,PART
6671,PRON
6672,VERB
6673,NOUN
6674,ADJ
6675,PRON
6676,PUNCT
6677,PUNCT
6678,PROPN
6679,PROPN
6680,PUNCT
6681,CCONJ
6682,PUNCT
6683,PROPN
6684,PROPN
6685,PUNCT
6686,PUNCT
6687,ADP
6688,NOUN
6689,ADJ
6690,SCONJ
6691,VERB
6692,PART
6693,ADP
6694,AUX
6695,PART
6696,VERB
6697,NOUN
6698,PRON
6699,ADJ
6700,ADV
6701,PUNCT
6702,VERB
6703,NOUN
6704,ADP
6705,NOUN
6706,PROPN
6707,PUNCT
6708,PROPN
6709,SCONJ
6710,NOUN
6711,ADJ
6712,PRON
6713,VERB
6714,PRON
6715,NOUN
6716,NOUN
6717,ADP
6718,NOUN
6719,NUM
6720,CCONJ
6721,NUM
6722,AUX
6723,ADJ
6724,PUNCT
6725,VERB
6726,NOUN
6727,ADJ
6728,ADP
6729,NOUN
6730,ADJ
6731,ADP
6732,ADJ
6733,ADP
6734,NUM
6735,SYM
6736,ADP
6737,NOUN
6738,NOUN
6739,ADJ
6740,PUNCT
6741,VERB
6742,NOUN
6743,NOUN
6744,ADJ
6745,PUNCT
6746,CCONJ
6747,NOUN
6748,ADJ
6749,CCONJ
6750,ADJ
6751,PRON
6752,ADJ
6753,NOUN
6754,PUNCT
6755,VERB
6756,NOUN
6757,ADP
6758,PRON
6759,ADP
6760,NOUN
6761,NOUN
6762,ADJ
6763,ADP
6764,NOUN
6765,NOUN
6766,NOUN
6767,ADJ
6768,ADP
6769,ADP
6770,NOUN
6771,ADJ
6772,ADP
6773,PROPN
6774,PUNCT
6775,PART
6776,PART
6777,VERB
6778,NOUN
6779,PART
6780,ADP
6781,VERB
6782,PROPN
6783,PROPN
6784,PROPN
6785,ADJ
6786,ADP
6787,NOUN
6788,NOUN
6789,PUNCT
6790,AUX
6791,NOUN
6792,PROPN
6793,ADJ
6794,ADP
6795,NOUN
6796,ADJ
6797,PRON
6798,NOUN
6799,ADJ
6800,PRON
6801,VERB
6802,NOUN
6803,VERB
6804,NOUN
6805,NOUN
6806,PUNCT
6807,PROPN
6808,PROPN
6809,PUNCT
6810,ADJ
6811,ADP
6812,PUNCT
6813,PROPN
6814,PROPN
6815,PROPN
6816,PUNCT
6817,PUNCT
6818,ADP
6819,NOUN
6820,PROPN
6821,ADJ
6822,ADP
6823,PROPN
6824,ADJ
6825,NOUN
6826,NOUN
6827,NOUN
6828,PUNCT
6829,CCONJ
6830,VERB
6831,NOUN
6832,PRON
6833,ADP
6834,NOUN
6835,ADP
6836,PROPN
6837,ADJ
6838,ADJ
6839,PUNCT
6840,PART
6841,VERB
6842,NOUN
6843,PART
6844,ADP
6845,NOUN
6846,PROPN
6847,PUNCT
6848,PROPN
6849,ADP
6850,NOUN
6851,PUNCT
6852,VERB
6853,ADP
6854,NOUN
6855,NOUN
6856,ADJ
6857,PUNCT
6858,VERB
6859,NOUN
6860,PUNCT
6861,PROPN
6862,PUNCT
6863,PART
6864,PROPN
6865,CCONJ
6866,PROPN
6867,NOUN
6868,ADP
6869,NOUN
6870,PUNCT
6871,CCONJ
6872,VERB
6873,ADP
6874,NOUN
6875,ADJ
6876,ADP
6877,NOUN
6878,NOUN
6879,PRON
6880,CCONJ
6881,ADP
6882,ADP
6883,NOUN
6884,PUNCT
6885,NOUN
6886,CCONJ
6887,NOUN
6888,PART
6889,CCONJ
6890,NOUN
6891,PUNCT
6892,PROPN
6893,PROPN
6894,PROPN
6895,PUNCT
6896,VERB
6897,NOUN
6898,NOUN
6899,NOUN
6900,PUNCT
6901,PROPN
6902,ADJ
6903,PROPN
6904,PUNCT
6905,ADP
6906,NOUN
6907,PUNCT
6908,PART
6909,AUX
6910,PART
6911,VERB
6912,NOUN
6913,ADP
6914,NOUN
6915,ADP
6916,VERB
6917,NOUN
6918,PRON
6919,ADP
6920,NOUN
6921,PUNCT
6922,ADP
6923,DET
6924,ADJ
6925,NOUN
6926,PROPN
6927,PUNCT
6928,PROPN
6929,PROPN
6930,PROPN
6931,PUNCT
6932,PUNCT
6933,ADP
6934,PRON
6935,NOUN
6936,NOUN
6937,ADP
6938,NOUN
6939,ADJ
6940,PUNCT
6941,PROPN
6942,PRON
6943,ADJ
6944,NOUN
6945,PRON
6946,ADP
6947,PRON
6948,PUNCT
6949,ADV
6950,ADP
6951,NOUN
6952,ADV
6953,NOUN
6954,PRON
6955,ADP
6956,PRON
6957,NOUN
6958,ADJ
6959,PUNCT
6960,ADP
6961,NOUN
6962,ADJ
6963,VERB
6964,NOUN
6965,PUNCT
6966,PROPN
6967,ADJ
6968,PUNCT
6969,PUNCT
6970,VERB
6971,PROPN
6972,PUNCT
6973,PUNCT
6974,ADP
6975,NOUN
6976,PRON
6977,VERB
6978,ADP
6979,PRON
6980,CCONJ
6981,PRON
6982,PART
6983,VERB
6984,ADP
6985,PRON
6986,NOUN
6987,PRON
6988,ADP
6989,NOUN
6990,PUNCT
6991,PART
6992,VERB
6993,NOUN
6994,PRON
6995,PUNCT
6996,VERB
6997,SCONJ
6998,NOUN
6999,NOUN
7000,PRON
7001,NOUN
7002,ADJ
7003,ADP
7004,NOUN
7005,ADJ
7006,ADP
7007,NOUN
7008,PUNCT
7009,ADP
7010,NOUN
7011,ADJ
7012,PUNCT
7013,VERB
7014,NOUN
7015,ADP
7016,NOUN
7017,NOUN
7018,ADP
7019,NOUN
7020,ADP
7021,NOUN
7022,PUNCT
7023,ADP
7024,PROPN
7025,PUNCT
7026,VERB
7027,NOUN
7028,NOUN
7029,ADJ
7030,ADJ
7031,ADP
7032,NOUN
7033,NOUN
7034,ADP
7035,ADP
7036,NOUN
7037,PUNCT
7038,VERB
7039,PROPN
7040,ADV
7041,PROPN
7042,ADP
7043,NOUN
7044,NOUN
7045,ADJ
7046,ADP
7047,NOUN
7048,ADP
7049,NOUN
7050,NOUN
7051,NOUN
7052,ADJ
7053,NOUN
7054,PUNCT
7055,PROPN
7056,PUNCT
7057,PUNCT
7058,VERB
7059,PRON
7060,NOUN
7061,NOUN
7062,NOUN
7063,ADP
7064,ADP
7065,VERB
7066,NOUN
7067,ADP
7068,NOUN
7069,ADP
7070,NOUN
7071,PRON
7072,ADP
7073,SCONJ
7074,PRON
7075,ADJ
7076,ADP
7077,NOUN
7078,NOUN
7079,NOUN
7080,PUNCT
7081,PART
7082,ADJ
7083,NOUN
7084,ADP
7085,NOUN
7086,NOUN
7087,ADP
7088,NOUN
7089,NOUN
7090,NOUN
7091,ADP
7092,NOUN
7093,ADJ
7094,ADJ
7095,ADP
7096,ADP
7097,NOUN
7098,NOUN
7099,PUNCT
7100,PROPN
7101,PUNCT
7102,PRON
7103,VERB
7104,NOUN
7105,ADP
7106,ADJ
7107,NOUN
7108,PRON
7109,ADP
7110,NOUN
7111,ADP
7112,ADJ
7113,NOUN
7114,ADP
7115,NOUN
7116,ADP
7117,NOUN
7118,ADP
7119,PRON
7120,PUNCT
7121,VERB
7122,PRON
7123,ADV
7124,PUNCT
7125,PART
7126,VERB
7127,NOUN
7128,PUNCT
7129,PUNCT
7130,ADP
7131,SCONJ
7132,VERB
7133,PROPN
7134,ADP
7135,NOUN
7136,PRON
7137,NOUN
7138,ADJ
7139,ADP
7140,NOUN
7141,PUNCT
7142,PART
7143,PRON
7144,NOUN
7145,ADJ
7146,PUNCT
7147,PUNCT
7148,NOUN
7149,NOUN
7150,ADP
7151,NOUN
7152,ADP
7153,PROPN
7154,PROPN
7155,ADJ
7156,ADP
7157,PROPN
7158,PUNCT
7159,ADP
7160,ADP
7161,PROPN
7162,ADJ
7163,ADP
7164,PROPN
7165,PROPN
7166,PUNCT
7167,ADJ
7168,PUNCT
7169,PART
7170,VERB
7171,NOUN
7172,NOUN
7173,ADP
7174,NOUN
7175,PRON
7176,PUNCT
7177,NOUN
7178,ADP
7179,NOUN
7180,ADP
7181,NOUN
7182,NOUN
7183,ADJ
7184,ADP
7185,PROPN
7186,ADJ
7187,PUNCT
7188,VERB
7189,ADP
7190,NOUN
7191,PROPN
7192,SCONJ
7193,VERB
7194,ADP
7195,NOUN
7196,ADJ
7197,PRON
7198,VERB
7199,ADP
7200,NOUN
7201,PUNCT
7202,CCONJ
7203,AUX
7204,ADV
7205,VERB
7206,ADP
7207,ADP
7208,AUX
7209,VERB
7210,SCONJ
7211,PRON
7212,NOUN
7213,PRON
7214,PUNCT
7215,AUX
7216,VERB
7217,CCONJ
7218,VERB
7219,ADP
7220,NOUN
7221,PRON
7222,ADP
7223,VERB
7224,NOUN
7225,ADJ
7226,ADP
7227,NOUN
7228,SCONJ
7229,PRON
7230,PART
7231,AUX
7232,VERB
7233,ADP
7234,ADP
7235,VERB
7236,PUNCT
7237,VERB
7238,PUNCT
7239,PUNCT
7240,PART
7241,VERB
7242,PROPN
7243,ADP
7244,PROPN
7245,PROPN
7246,PART
7247,PRON
7248,VERB
7249,NOUN
7250,NOUN
7251,CCONJ
7252,NOUN
7253,ADP
7254,VERB
7255,PRON
7256,PUNCT
7257,PUNCT
7258,AUX
7259,NOUN
7260,NOUN
7261,ADJ
7262,NOUN
7263,ADJ
7264,PUNCT
7265,VERB
7266,ADV
7267,NOUN
7268,NOUN
7269,PUNCT
7270,CCONJ
7271,PART
7272,VERB
7273,ADV
7274,ADV
7275,PUNCT
7276,VERB
7277,PROPN
7278,ADP
7279,NOUN
7280,NOUN
7281,SCONJ
7282,VERB
7283,PRON
7284,NOUN
7285,PROPN
7286,PROPN
7287,PUNCT
7288,VERB
7289,PROPN
7290,PROPN
7291,PROPN
7292,PUNCT
7293,PART
7294,PRON
7295,DET
7296,NOUN
7297,ADJ
7298,ADP
7299,NOUN
7300,PUNCT
7301,ADP
7302,PUNCT
7303,PROPN
7304,PROPN
7305,PROPN
7306,PUNCT
7307,ADP
7308,NOUN
7309,NOUN
7310,PROPN
7311,ADP
7312,SCONJ
7313,NOUN
7314,PART
7315,VERB
7316,ADP
7317,NOUN
7318,ADP
7319,ADV
7320,NOUN
7321,PUNCT
7322,VERB
7323,PROPN
7324,PROPN
7325,PUNCT
7326,PUNCT
7327,ADV
7328,NUM
7329,NOUN
7330,VERB
7331,ADP
7332,NOUN
7333,NOUN
7334,NOUN
7335,PRON
7336,PUNCT
7337,PUNCT
7338,ADP
7339,NOUN
7340,ADP
7341,VERB
7342,ADP
7343,NOUN
7344,PRON
7345,CCONJ
7346,VERB
7347,PRON
7348,NOUN
7349,ADJ
7350,CCONJ
7351,VERB
7352,PRON
7353,NOUN
7354,ADJ
7355,ADP
7356,NOUN
7357,PUNCT
7358,ADP
7359,NOUN
7360,NOUN
7361,NOUN
7362,ADJ
7363,ADJ
7364,PRON
7365,PUNCT
7366,VERB
7367,SCONJ
7368,NOUN
7369,VERB
7370,NOUN
7371,ADJ
7372,ADJ
7373,ADP
7374,PROPN
7375,PUNCT
7376,VERB
7377,NOUN
7378,NOUN
7379,PUNCT
7380,PROPN
7381,NUM
7382,PUNCT
7383,NOUN
7384,NOUN
7385,PRON
7386,ADP
7387,NOUN
7388,ADP
7389,NOUN
7390,NOUN
7391,PUNCT
7392,NOUN
7393,ADJ
7394,ADJ
7395,ADP
7396,NOUN
7397,PROPN
7398,PROPN
7399,VERB
7400,NOUN
7401,ADJ
7402,PUNCT
7403,ADP
7404,NOUN
7405,ADP
7406,VERB
7407,NOUN
7408,NOUN
7409,ADP
7410,DET
7411,NOUN
7412,PRON
7413,PUNCT
7414,PROPN
7415,ADJ
7416,PRON
7417,NOUN
7418,ADJ
7419,ADP
7420,NOUN
7421,PUNCT
7422,PART
7423,PART
7424,PRON
7425,VERB
7426,NOUN
7427,NOUN
7428,ADJ
7429,ADJ
7430,PUNCT
7431,ADP
7432,PROPN
7433,PROPN
7434,ADJ
7435,PUNCT
7436,ADJ
7437,NOUN
7438,ADP
7439,PROPN
7440,PUNCT
7441,PART
7442,VERB
7443,DET
7444,NOUN
7445,NOUN
7446,ADP
7447,NOUN
7448,NOUN
7449,PUNCT
7450,ADP
7451,NOUN
7452,NUM
7453,NOUN
7454,PUNCT
7455,NUM
7456,NOUN
7457,PUNCT
7458,ADP
7459,NOUN
7460,PUNCT
7461,VERB
7462,NOUN
7463,PROPN
7464,PROPN
7465,DET
7466,ADJ
7467,NOUN
7468,NOUN
7469,NOUN
7470,ADP
7471,NOUN
7472,PUNCT
7473,VERB
7474,ADP
7475,NOUN
7476,PUNCT
7477,PROPN
7478,PROPN
7479,PROPN
7480,PROPN
7481,PUNCT
7482,ADP
7483,NOUN
7484,NOUN
7485,PUNCT
7486,VERB
7487,ADP
7488,PROPN
7489,PROPN
7490,NOUN
7491,VERB
7492,NOUN
7493,ADJ
7494,PUNCT
7495,ADP
7496,PRON
7497,AUX
7498,ADJ
7499,ADP
7500,NOUN
7501,PUNCT
7502,PART
7503,VERB
7504,ADP
7505,NOUN
7506,ADP
7507,NOUN
7508,NOUN
7509,ADP
7510,NOUN
7511,CCONJ
7512,NOUN
7513,PUNCT
7514,CCONJ
7515,VERB
7516,NOUN
7517,ADP
7518,NOUN
7519,PRON
7520,PUNCT
7521,ADP
7522,VERB
7523,NOUN
7524,ADP
7525,NOUN
7526,ADP
7527,PROPN
7528,PUNCT
7529,VERB
7530,PRON
7531,SCONJ
7532,AUX
7533,NOUN
7534,ADP
7535,NOUN
7536,PUNCT
7537,VERB
7538,NOUN
7539,ADJ
7540,ADP
7541,NOUN
7542,PART
7543,PRON
7544,NOUN
7545,PRON
7546,PROPN
7547,PROPN
7548,PROPN
7549,ADP
7550,NOUN
7551,ADJ
7552,ADP
7553,NOUN
7554,CCONJ
7555,DET
7556,NOUN
7557,ADP
7558,PRON
7559,VERB
7560,NOUN
7561,PUNCT
7562,VERB
7563,PUNCT
7564,PUNCT
7565,PART
7566,VERB
7567,NOUN
7568,NOUN
7569,PUNCT
7570,ADP
7571,PRON
7572,PART
7573,VERB
7574,ADP
7575,NOUN
7576,VERB
7577,PRON
7578,ADJ
7579,ADP
7580,NOUN
7581,PUNCT
7582,PUNCT
7583,VERB
7584,NOUN
7585,ADP
